,project,version_x,author_x,type,issue_number,commit_msg,author_name,author_date,merge,issue_labels,url_issue_x,has_buggy,exception_bug,symptom,root_cause,fix,has_smell_x,has_test in_fix,symptom_adj,root_cause_adj,fix_adj,symptom_map,symptom_grp,root_cause_map,root_cause_grp,fix_map,fix_grp,version_y,author_y,index,commit_fix,url_issue_y,repo_url,file,function,n_try_pass,n_generic_except,n_nested_try,n_bare_except,n_captures_misplaced_bare_raise,n_captures_broad_raise,n_bare_raise_finally,has_smell_y,exists_anti_pattern,anti_pattern_add,anti_pattern_added_name,anti_pattern_removed,anti_pattern_rem_name,fix_to_only_rem_anti_pattern,comments
368,networkx,0,6,issue,6789,"refix minimum_cycle_basis and scipy.sparse conversions and add tests (#6789)

* update tests to check basis independence

* fix new minimum_cycle_basis

* fix subtle type bug when converting from scipy sparse

the nodes were being added as python int (via range(n))
but the edges were being added as np.int32 from csr_matrix.indices
the nodes are equal to the nodes used when forming the edges, so no
new nodes were added and it all seems to work!
but np.int32 raises a valueerror when comparing to tuples while python
int shows `false`.  this leads to a very cryptic error message if the
graph later adds any nodes that are tuples.",Dan Schult,2023-07-15 23:17:39-05:00,FALSE,type: Bug fix,https://github.com/networkx/networkx/issues/6789,True,S,Incorrect Logic,Unhandled Exception,Add a exception handling block,N,S,Incorrect Logic,Unhandled Exception,Add a exception handling block,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,1.0,243.0,1fdbb7da51e95e306189d705ca91a7a8a9691980,https://github.com/networkx/networkx/issues/6789,https://github.com/networkx/networkx,3.0,104.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Y,N,,Y,Nested Try,N,foi removida a linha com antipattern Nested Try
369,ansible,0,6,issue,3466,"only use log_lock in log_flock if a runner is not specified

fixes issue #3466 - when ansible can't authenticate against a host,
and your answer is no, ansible crash.",James Cammarata,2013-08-02 15:39:38-05:00,FALSE,bug,https://github.com/ansible/ansible/issues/3466,True,S,Aplication Crashing,Missing Raising Condition,Add a exception handling block,N,N,Aplication Crashing,Missing Raising Condition,Add a exception handling block,Aplication Crashing,Aplication Crashing,Missing Raising Condition,Improper Raising,Add a exception handling block,Improve the exception handling block,0.0,1.0,61.0,82c806979be7dba21c1c00d26085e442e5a0b278,https://github.com/ansible/ansible/issues/3466,https://github.com/ansible/ansible,1.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N,N,,N,,,
370,sqlmap,0,6,issue,588,fix for an issue #588,Miroslav Stampar,2014-01-02 10:29:10+01:00,FALSE,"bug,normal,miscellaneous",https://github.com/sqlmapproject/sqlmap/issues/588,True,S,Aplication Crashing,Unexpected Raising,Add a exception handling block,N,N,Aplication Crashing,Unexpected Raising,Add a exception handling block,Aplication Crashing,Aplication Crashing,Unexpected Raising,Improper Raising,Add a exception handling block,Improve the exception handling block,0.0,2.0,461.0,854a55166c3a095a7128b0b30d90b94622e6ede5,https://github.com/sqlmapproject/sqlmap/issues/588,https://github.com/sqlmapproject/sqlmap,1.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Y,Y,Swallowing Exception,N,,N,
371,mypy,0,6,issue,602,"fix internal error on unexpected type declaration

fixes #602.",Jukka Lehtosalo,2015-03-15 13:28:38-07:00,FALSE,bug,https://github.com/python/mypy/issues/602,True,S,Exceptional error,Improper Handling,Remove the exception handling mechanism,N,N,Exceptional error,Improper Handling,Remove the exception handling mechanism,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Remove the exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
372,lightning,0,6,issue,16114,"[app] resolve some bugs from the training studio scaling (#16114)

co-authored-by: thomas <thomas@thomass-macbook-pro.local>",thomas chaton,2022-12-20 00:12:55+01:00,FALSE,"bug,ready,app",https://github.com/lightning-ai/lightning/issues/16114,True,S,Exceptional error,Improper Handling,Add a exception handling block,N,S,Exceptional error,Improper Handling,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,1.0,207.0,51ec9496573a788025f91cb29ca7c1d212be5124,https://github.com/lightning-ai/lightning/issues/16114,https://github.com/lightning-ai/lightning,22.0,298.0,14.0,9.0,0.0,0.0,0.0,16.0,0.0,39.0,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
373,spyder,0,6,issue,2,"backport to 2.3 (pull request #32)

fixes issue 1767

- add support for viewing and editing ipython notebooks in the editor",Carlos Cordoba,2014-10-26 11:36:55-05:00,TRUE,"type:Bug,1 star",https://github.com/spyder-ide/spyder/issues/2,True,S,Exceptional error,Missing Raising Condition,Change to apropriated exception type,N,N,Exceptional error,Missing Raising Condition,Change to apropriated exception type,Incorrect Exceptions,Incorrect Exceptions,Missing Raising Condition,Improper Raising,Change to apropriated exception type,Improve the exception handling block,0.0,1.0,441.0,4f0177b01f3b564fc4d0482684989f64586562c8,https://github.com/spyder-ide/spyder/issues/2,https://github.com/spyder-ide/spyder,11.0,615.0,9.0,1.0,0.0,7.0,0.0,0.0,0.0,17.0,Y,Y,Bare Except,Y,"Nested Try,Bare Except,Too Broad Except",N,"foi removida a linha com antipattern Nested Try, lost-exception?"
374,openbbterminal,0,6,issue,1369,"fix bugs stocks candle moving average (#1369)

* fix bugs moving average

* update tests

* remove second y axis & add ma to legend

* update stocks_controller.py

spelling

* fix test

co-authored-by: didierlopes.eth <dro.lopes@campus.fct.unl.pt>
co-authored-by: jmaslek <jmaslek11@gmail.com>",minhhoang1023,2022-02-21 22:32:14+07:00,FALSE,bug,https://github.com/openbb-finance/openbbterminal/issues/1369,True,S,Exceptional error,Unexpected Raising,Add a exception handling block,N,N,Exceptional error,Unexpected Raising,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Unexpected Raising,Improper Raising,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
375,spyder,0,6,issue,19686,"merge pull request #19686 from ccordoba12/fix-nsview-errors

pr: fix some errors when computing the namespace view and a memory leak with the matplotlib qt backend (ipython console)",Carlos Cordoba,2022-10-03 10:56:15-03:00,TRUE,"type:Bug,component:IPython Console",https://github.com/spyder-ide/spyder/issues/19686,True,S,Aplication Crashing,Unhandled Exception,Add a exception handling block,N,S,Aplication Crashing,Unhandled Exception,Add a exception handling block,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,1.0,437.0,3f979c431bd9eddd34b9193ca68b0bea50d847ae,https://github.com/spyder-ide/spyder/issues/19686,https://github.com/spyder-ide/spyder,6.0,145.0,21.0,27.0,3.0,16.0,0.0,0.0,0.0,67.0,Y,Y,Too Broad Except,Y,"Bare Except,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
376,celery,0,6,issue,8120,"fixed bug where retrying a task loses its stamps (#8120)

* added unit test test_retry_stamping()

* added test_task_retried_once() and retry_error() task to integration tests

* fixed bug where retrying a task loses its stamps",Tomer Nosrati,2023-03-12 13:23:05+02:00,FALSE,"Component: Canvas,PR Type: Bugfix",https://github.com/celery/celery/issues/8120,True,S,Exceptional error,Improper Handling,Handle a exception,N,S,Exceptional error,Improper Handling,Handle a exception,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add apropriated exception type,Improve the exception handling block,0.0,2.0,125.0,4cd1fe9bdfcd1ba0016be4e4d441afe10b0d6eb5,https://github.com/celery/celery/issues/8120,https://github.com/celery/celery,3.0,260.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,Y,Y,Too Broad Except,N,,N,
377,awx,0,6,issue,2278,"merge pull request #2278 from rooftopcellist/fix_dot_oauth2_error

fix dot oauth2 error",Christian Adams,2018-06-22 12:54:39-04:00,TRUE,"type:bug,component:installer",https://github.com/ansible/awx/issues/2278,True,S,Aplication Crashing,Unhandled Exception,Handle a exception,N,N,Aplication Crashing,Unhandled Exception,Handle a exception,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Add apropriated exception type,Improve the exception handling block,0.0,1.0,118.0,8bd2217a498bd74d0bcdb7038b844ce4ae8ea438,https://github.com/ansible/awx/issues/2278,https://github.com/ansible/awx,1.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N,N,,N,,,
378,gamestonkterminal,0,6,issue,3244,"more fixes to crypto + key sort (#3244)

* fix #3095 - autocomplete and command working + key sort

* fix #3056

* fix [bug]  bugs #3048

* fix [bug]  bug #3017

* sort -> sortby, not ascend, tests

* fix my goof ups

co-authored-by: james <jmaslek11@gmail.com>",andrewkenreich,2022-11-03 11:45:40-04:00,FALSE,bug,https://github.com/gamestonkterminal/gamestonkterminal/issues/3244,True,S,Incorrect Logic,Improper Handling,Add a exception handling block,S,N,Incorrect Logic,Improper Handling,Add a exception handling block,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,2.0,155.0,09f753da1c2a2f03c41fe6a3ca2eb79f6ea58995,https://github.com/gamestonkterminal/gamestonkterminal/issues/3244,https://github.com/gamestonkterminal/gamestonkterminal,7.0,167.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,16.0,Y,Y,Too Broad Except,N,,N,
379,gamestonkterminal,0,6,issue,3302,"updated check for new user (#3302)

* updated check for new user

* update docstring

* fixed import error

co-authored-by: james maslek <jmaslek11@gmail.com>",Colin Delahunty,2022-11-04 15:18:23+01:00,FALSE,"bug,enhancement",https://github.com/gamestonkterminal/gamestonkterminal/issues/3302,True,S,Incorrect Logic,Improper Handling,Remove the exception handling mechanism,N,N,Incorrect Logic,Improper Handling,Remove the exception handling mechanism,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Remove the exception handling block,Improve the exception handling block,0.0,2.0,157.0,19660ff3ee39458bd78e729b97fca4a4e552c160,https://github.com/gamestonkterminal/gamestonkterminal/issues/3302,https://github.com/gamestonkterminal/gamestonkterminal,3.0,137.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,16.0,N,N,,N,,,
380,numba,0,6,issue,9071,fix #9071. conversion of dispatcher to functiontype fail to handle compiler error.,Siu Kwan Lam,2023-07-12 10:22:00-05:00,FALSE,bug,https://github.com/numba/numba/issues/9071,True,S,Improper Logic,Unhandled Exception,Add a exception handling block,S,N,Improper Logic,Unhandled Exception,Add a exception handling block,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,1.0,255.0,830785ffe8b25f47189b9ced8115778f1615d50d,https://github.com/numba/numba/issues/9071,https://github.com/numba/numba,3.0,193.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
381,loguru,0,8,issue,62,"fix error when ""__name__"" of frame.f_globals was missing (#62)",Delgan,2019-06-16 00:14:34+02:00,FALSE,bug,https://github.com/delgan/loguru/issues/62,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,,S,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,1.0,217.0,9e430cf8dbaf737b894e63a69acad748ddfba866,https://github.com/delgan/loguru/issues/62,https://github.com/delgan/loguru,5.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
382,graphene,0,8,issue,1394,fix: default value for argument should be undefined (issue #1394) and update function from_global_id exception handling (https://github.com/graphql-python/graphql-relay-py/commit/b217aefa8c9162f0c165a0646b545f4da37bcd76),Thomas Leonard,2022-03-20 17:52:44+01:00,FALSE,🐛 bug,https://github.com/graphql-python/graphene/issues/1394,True,S,Incorrect Logic,Missing Raising Condition,Raise a exception,,S,Incorrect Logic,Missing Raising Condition,Raise a exception,Incorrect Behavior,Incorrect Behavior,Missing Raising Condition,Improper Raising,Add a raise condition,Improve raising conditions,0.0,1.0,179.0,19ebf08339263f0446235ddffbbab0e6d3f11699,https://github.com/graphql-python/graphene/issues/1394,https://github.com/graphql-python/graphene,6.0,76.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,N,N,,N,,,
383,networkx,0,8,issue,3336,"merge pull request #3336 from chdamianos/fix-raise-error

fixed raise error in `algorithms/centrality/flow_matrix.py`",Jarrod Millman,2019-03-25 21:28:38-07:00,TRUE,type: Bug fix,https://github.com/networkx/networkx/issues/3336,True,S,Exceptional error,Wrong exception type,Change to apropriated exception type,,N,Exceptional error,Wrong exception type,Change to apropriated exception type,Incorrect Exceptions,Incorrect Exceptions,Wrong Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
384,spyder,0,8,issue,2491,merge from 2.3: improve fix for issue #2491,Carlos Cordoba,2015-08-22 19:02:36-05:00,TRUE,"type:Bug,1 star",https://github.com/spyder-ide/spyder/issues/2491,True,S,Aplication Crashing,Unhandled Exception,Change the exception type,,N,Aplication Crashing,Unhandled Exception,Change the exception type,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,434.0,26c556575ca84ed885b0efe5d4e144ead9e74f99,https://github.com/spyder-ide/spyder/issues/2491,https://github.com/spyder-ide/spyder,1.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Y,Y,Bare Except,N,,N,
385,ansible,0,8,issue,4925,"roll up of bug fixes for junos_config module (#4925)

* fixed docstring referencing old arguments
* changed out lxml for xml library to avoid import errors
* fixed issue when trying to confirm a commit will end up a noop
* fixed issue for passing replace argument to load_config method",Peter Sprygada,2016-09-19 22:27:07-04:00,FALSE,bug,https://github.com/ansible/ansible/issues/4925,True,S,Exceptional error,API Mismatch,Change to apropriated exception type,,N,Exceptional error,API Mismatch,Change to apropriated exception type,Incorrect Exceptions,Incorrect Exceptions,API Misuse,API Errors,Change to apropriated exception type,Improve the exception handling block,0.0,1.0,62.0,82cf70e0f34329fc669bf9111f55b0fbabe15d1b,https://github.com/ansible/ansible/issues/4925,https://github.com/ansible/ansible,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N,N,,N,,,
386,ansible,0,8,issue,16288,"fix funcd to at least import without errors. (#16288)

this plugin was using very old api, so was
updated to newer api.

also misc style/pep8 cleanups.",Adrian Likins,2016-07-29 16:19:38-04:00,FALSE,bug,https://github.com/ansible/ansible/issues/16288,True,S,Exceptional error,API Mismatch,Import with a exception handling code.,,N,Exceptional error,API Mismatch,Import with a exception handling code.,Incorrect Exceptions,Incorrect Exceptions,API Misuse,API Errors,Import with a exception handling code,Import with a exception handling code,,,,,,,,,,,,,,,,,,,,,,,
387,awx,0,8,issue,7881,"fix a bug which can break the schedules list endpoint

see: https://github.com/ansible/ansible-tower/issues/7881
related: https://github.com/ansible/awx/pull/1095",Ryan Petrello,2018-02-01 14:30:56-05:00,FALSE,"type:bug,component:api,component:cli",https://github.com/ansible/awx/issues/7881,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,,N,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,2.0,117.0,81bdbef785e184e47da245e082b23ca6122febea,https://github.com/ansible/awx/issues/7881,https://github.com/ansible/awx,1.0,96.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,N,N,,N,,,
388,ansible,0,8,issue,14040,"fixing bugs in play iteration and strategies

* fixed a bug in playiterator when iterating_always, where the block
  was advanced but the incorrect data structure elements were cleared
* cleaned up the logic of is_failed() in playiterator
* fixed a bug in the free strategy which had not been updated to use
  the base strategy _execute_meta() method
* stopped strategies from using is_failed() to determine if tasks should
  still be fetched for a host

fixes #14040",James Cammarata,2016-02-03 18:42:27-05:00,FALSE,bug,https://github.com/ansible/ansible/issues/14040,True,S,Exceptional error,Error in Logic,Remove the exception handling mechanism,,N,Exceptional error,Error in Logic,Remove the exception handling mechanism,Incorrect Exceptions,Incorrect Exceptions,Incorrect Logic,Incorrect Logic,Remove the exception handling block,Improve the exception handling block,0.0,2.0,45.0,699a854bf30784cd7514f4c1b6f8bd742868f7eb,https://github.com/ansible/ansible/issues/14040,https://github.com/ansible/ansible,3.0,23.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Y,N,,Y,Bare Raise,N,
389,gamestonkterminal,0,8,issue,2650,"fixed the bug in crypto/dd/oi (#2650)

* fixed the bug

* update coinglass_model.py

co-authored-by: james maslek <jmaslek11@gmail.com>",Colin Delahunty,2022-09-27 18:30:06+02:00,FALSE,bug,https://github.com/gamestonkterminal/gamestonkterminal/issues/2650,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,,N,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
390,pip,0,8,issue,151,"fixed issue #151 -- when running the install command, bail early if no requirement is given.",Jannis Leidel,2010-08-31 03:01:03+02:00,FALSE,"type: bug,auto-locked",https://github.com/pypa/pip/issues/151,True,S,Incorrect Logic,Error in Logic,Raise a error,,N,Incorrect Logic,Error in Logic,Raise a error,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Add a raise condition,Improve raising conditions,0.0,2.0,333.0,2f44bcd39257095676061cbc03693ce9088d2cdb,https://github.com/pypa/pip/issues/151,https://github.com/pypa/pip,3.0,68.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,N,N,,N,,,
391,ansible,0,8,issue,12933,"cleanup some include logic

* properly mark hosts with failures in includes as failed
* don't send callbacks until we're sure we're done, and also fix how
  we increment stats so failures don't show up as ok's
* fix a bug in the include file logic where a failed include could lead
  to an infinite loop in the task iteration logic

fixes #12933",James Cammarata,2015-10-28 14:00:03-04:00,FALSE,bug,https://github.com/ansible/ansible/issues/12933,True,S,Incorrect Logic,Error in Logic,Move the exception handling block to another part,,N,Incorrect Logic,Error in Logic,Move the exception handling block to another part,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Move the exception handling block to another part,Improve the exception handling block,0.0,2.0,41.0,5d92b00d9c74022fc6de0ecb64c68937e5cdd34b,https://github.com/ansible/ansible/issues/12933,https://github.com/ansible/ansible,3.0,30.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Y,Y,Bare Raise,N,,N,
392,aws-cli,0,8,issue,439,"move the 'ls' command into a separate command object

this fixes issue #439.  the bigger change here is that
i'm starting to break up the commands to not go through
the same generic processing.  there are certainly commands
that have *some* similarity, but not all commands are the same.

particularly commands like `ls`, `mb`, `rb` can be pulled out
into their own subclasses with their own logic.",James Saryerwinnie,2013-11-01 19:04:47-07:00,FALSE,bug,https://github.com/aws/aws-cli/issues/439,True,S,Exceptional error,Improper Handling,Change to apropriated exception type,,S,Exceptional error,Improper Handling,Change to apropriated exception type,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,112.0,d923170c73882a1beb7a44e6baba8df772c72b3d,https://github.com/aws/aws-cli/issues/439,https://github.com/aws/aws-cli,3.0,72.0,2.0,1.0,0.0,1.0,0.0,8.0,0.0,12.0,Y,Y,Bare Raise,Y,Bare Raise,N,
393,ansible,0,8,issue,58564,"handle mode-setting of symlink to ro filesystem (#58564)

fix for https://github.com/ansible/ansible/issues/58562",dpoon,2019-07-02 08:15:39-07:00,FALSE,"needs_revision,support:core,new_contributor,bug,small_patch,affects_2.9",https://github.com/ansible/ansible/issues/58564,True,S,Exceptional error,Improper Handling,Handle a exception,,N,Exceptional error,Improper Handling,Handle a exception,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add apropriated exception type,Improve the exception handling block,0.0,1.0,74.0,a9fcd1d197037387ccefec714b317e8034b396b1,https://github.com/ansible/ansible/issues/58564,https://github.com/ansible/ansible,1.0,101.0,5.0,12.0,3.0,0.0,0.0,2.0,0.0,22.0,Y,N,,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
394,ansible,0,8,issue,55993,"nxos_install_os: fix nxapi local failures (#55993)

* fix nxapi failures

* remove logit debug calls

* remove msg_timestamps

* fix code alignment issue",Mike Wiebe,2019-06-06 00:05:08-04:00,FALSE,"needs_revision,networking,test,module,support:network,nxos,bug,cisco,affects_2.9",https://github.com/ansible/ansible/issues/55993,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,,N,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
395,pip,0,8,issue,5616,"show appropriate error message

this catches code exception if wrong arguments passed to cmd options
it also adds error message that suggests correct arguments to pass

fixes: https://github.com/pypa/pip/issues/5616",Nitesh Sharma,2018-07-23 21:01:53+05:30,FALSE,"type: bug,C: configuration,good first issue,auto-locked",https://github.com/pypa/pip/issues/5616,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,,N,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
396,ansible,0,8,issue,33275,"fix nameerror, value was not available in this context leading to a generic unexpected error. fixes #33275 (#41856)",Matt Martz,2018-06-25 15:04:32-05:00,FALSE,"affects_2.4,support:core,bug",https://github.com/ansible/ansible/issues/33275,True,S,Incorrect Messaging,Unproper Message Error,Fix the message error parameter,,N,Incorrect Messaging,Unproper Message Error,Fix the message error parameter,Incorrect Messaging,Incorrect Messaging,Unproper Message,Unproper Message,Improve the message error,Improve the message error,,,,,,,,,,,,,,,,,,,,,,,
397,plotly.py,0,8,issue,2445,"fix figurewidget attribute error on wildcard import with ipywidgets not installed (#2445)

* fix `from plotly.graph_objs import *` when ipywidgets is not installed

introduces a dummy `plotly.missing_ipywidgets.figurewidget` class that is imported as
plotly.graph_obj(ect)?s when ipywidgets is not installed with a supported version. this
class is a basefigure subclass that raises an importerror in the constructor.

* add changelog entry",Jon Mease,2020-05-07 08:10:42-04:00,FALSE,bug,https://github.com/plotly/plotly.py/issues/2445,True,S,Exceptional error,Unhandled Exception,Handle a exception,Generic Exception,S,Exceptional error,Unhandled Exception,Handle a exception,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add apropriated exception type,Improve the exception handling block,0.0,1.0,338.0,ecb635a171ba494f64713804979804aa9c1c0ea0,https://github.com/plotly/plotly.py/issues/2445,https://github.com/plotly/plotly.py,6.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Y,Y,Too Broad Except,N,,N,foi adicionado o antipattern Too Broad Except
398,modin,0,8,issue,4564,"fix-#4564: workaround import issues in ray: auto-import pandas on python start if env var is set (#4603)

co-authored-by: rehan sohail durrani <rdurrani@berkeley.edu>
signed-off-by: vasily litvinov <fam1ly.n4me@yandex.ru>",Vasily Litvinov,2022-07-07 23:37:04+03:00,FALSE,"bug 🦗,CI",https://github.com/modin-project/modin/issues/4564,True,S,Partial import error,Lib conflict,Fix lib version check,,N,Partial import error,Lib conflict,Fix lib version check,Import Error,Incorrect Exceptions,Import Error,Import Error ,Fix API call and/or version,Fix API version,0.0,2.0,227.0,05933a5f27fb96f5a7ff6025ae2573d033a31b11,https://github.com/modin-project/modin/issues/4564,https://github.com/modin-project/modin,4.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,N,N,,N,,,
399,ansible,0,8,issue,39472,"fixes issue 39472: (#40341)

with python 3.6 spwd.getspnam returns permissionerror instead of
keyerror if user does not have privileges",Artem Goncharov,2018-05-17 23:22:40+02:00,FALSE,"python3,module,support:core,affects_2.5,bug",https://github.com/ansible/ansible/issues/39472,True,S,Exceptional error,Additional Unhandled Exception,Add another except block,,N,Exceptional error,Additional Unhandled Exception,Add another except block,Incorrect Exceptions,Incorrect Exceptions,Python 2/3 Incompatibility Errors,Python 2/3 Incompatibility Errors,Add a exception handling block,Improve the exception handling block,0.0,2.0,97.0,db786b846f347b2dbadf1794346e6949767788b9,https://github.com/ansible/ansible/issues/39472,https://github.com/ansible/ansible,1.0,35.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,10.0,N,N,,N,,,
400,ray,0,8,issue,23865,"[core] stop iteratoring cancelled grpc request streams (#23865) (#27951)

this fixes the below grpc error mentioned in #23865.

grpc._channel._multithreadedrendezvous: <_multithreadedrendezvous of rpc that terminated with:
        status = statuscode.unknown
        details = ""exception iterating requests!""
        debug_error_string = ""none""
>
this error happens when proxying the grpc stream to the individual specificserver but the incoming grpc stream is already canceled. (https://github.com/grpc/grpc/blob/v1.43.0/src/python/grpcio/grpc/_server.py#l353-l354)

therefore, just wrap the request_iterator with a new requestiteratorproxy which will catch the _cancelled signal.

related issue number
#23865",Rueian,2022-10-28 04:21:23+08:00,FALSE,"bug,triage,core-client",https://github.com/ray-project/ray/issues/23865,True,S,Exceptional error,Unhandled Exception,Handle exception and raise StopIteration,,S,Exceptional error,Unhandled Exception,Handle exception and raise StopIteration,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add apropriated exception type and add a raise condition,Improve the exception handling block,0.0,2.0,391.0,694f57fe05b2bbff57ccd20ab9bf7101ea03ebb9,https://github.com/ray-project/ray/issues/23865,https://github.com/ray-project/ray,2.0,60.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,N,N,,N,,,
401,aws-cli,0,8,issue,174,"fix parsing issue with quoted shorthand values

fixes #174.  the problem was that if multiple equal
signs are present in a key/val pair (if the value has
an equal sign) then we would hit this error.  i double
checked the other parsing parts of argprocess, they all
properly use '.split(""="", 1)'.

this also required updated the csv parsing to handle the
case where you quote a value without commas, e.g. foo=""bar=baz"".",James Saryerwinnie,2013-08-28 09:22:17-07:00,FALSE,bug,https://github.com/aws/aws-cli/issues/174,True,S,Incorrect Logic,String manipulation issue,Fix logic,,S,Incorrect Logic,String manipulation issue,Fix logic,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Change the the exception code logic,Change the the exception code logic,,,,,,,,,,,,,,,,,,,,,,,
402,powerline,0,8,issue,1221,"merge pull request #1221 from zyx-i/fix-lib-unicode

fix some issues in powerline.lib.unicode",Nikolai Aleksandrovich Pavlov,2014-12-06 15:57:42+03:00,TRUE,"t:bug,c:core",https://github.com/powerline/powerline/issues/1221,True,S,Exceptional error,Unicode string error,Add a exception handling block,,S,Exceptional error,Unicode string error,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Incorrect Logic,Incorrect Logic,Add a exception handling block,Improve the exception handling block,0.0,2.0,340.0,3a175fecf480bf8631fbf01314b9cbb2ca85d346,https://github.com/powerline/powerline/issues/1221,https://github.com/powerline/powerline,2.0,48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,N,N,,N,,,
